,Year,Zip Code,Category,Measure,Data_Value_Type,Data_Value,Confidence Interval
16116,2020,01475,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,11.1,"(10.6, 11.6)"
16118,2020,02134,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,7.4,"(6.8, 8.1)"
16119,2020,02356,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,83.3,"(81.5, 85.0)"
16120,2020,01030,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,10.7,"(10.4, 11.0)"
16121,2019,02370,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,29.5,"(28.7, 30.3)"
16122,2020,01462,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,5.8,"(5.3, 6.2)"
16123,2020,02155,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,19.4,"(19.0, 19.7)"
16124,2020,02561,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,8.3,"(4.9, 12.4)"
16125,2020,01938,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,81.6,"(81.1, 82.0)"
16126,2019,02653,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,84.4,"(83.7, 85.0)"
16127,2020,01701,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,21.0,"(20.6, 21.5)"
16129,2020,01474,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,50.6,"(44.9, 56.0)"
16130,2020,02474,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,6.8,"(6.3, 7.5)"
16132,2020,02135,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,16.9,"(16.5, 17.2)"
16133,2020,01069,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,75.8,"(74.9, 76.6)"
16134,2020,01094,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,23.2,"(19.8, 26.5)"
16136,2020,02333,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,7.3,"(6.9, 7.8)"
16137,2020,02115,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,15.0,"(13.2, 17.1)"
16138,2020,02493,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,9.3,"(9.0, 9.6)"
16139,2019,01220,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,32.4,"(31.8, 33.0)"
16141,2020,02119,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,37.2,"(35.0, 39.4)"
16142,2020,02671,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,10.0,"(9.0, 10.9)"
16143,2020,01027,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,56.1,"(51.1, 60.8)"
16144,2020,02071,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,80.1,"(75.8, 83.6)"
16145,2020,01452,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,5.0,"(4.5, 5.6)"
16146,2020,02659,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,80.7,"(77.0, 83.9)"
16147,2020,01840,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,22.6,"(20.3, 24.9)"
16148,2019,01588,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,74.3,"(73.4, 75.1)"
16149,2020,02333,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,59.3,"(53.8, 64.5)"
16152,2019,01506,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,33.0,"(32.0, 34.0)"
16153,2020,02540,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,9.3,"(8.6, 10.2)"
16154,2020,02150,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,18.7,"(16.4, 21.1)"
16155,2020,02723,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,45.2,"(41.9, 48.3)"
16157,2020,01224,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,10.4,"(5.1, 17.1)"
16158,2020,02556,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,29.4,"(27.6, 31.3)"
16159,2020,01256,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,17.3,"(16.7, 18.1)"
16160,2020,01949,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,4.9,"(4.3, 5.5)"
16161,2020,02026,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,9.1,"(6.7, 12.6)"
16162,2020,01092,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,5.8,"(5.1, 6.4)"
16163,2019,01886,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,25.0,"(24.3, 25.8)"
16164,2020,02713,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,15.3,"(12.5, 18.5)"
16165,2020,02062,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,24.5,"(24.0, 25.1)"
16166,2020,02673,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,29.8,"(28.9, 30.7)"
16167,2020,02330,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,10.6,"(10.2, 11.0)"
16168,2020,02536,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,72.9,"(71.0, 74.6)"
16169,2020,01860,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,42.3,"(34.5, 49.3)"
16170,2020,02571,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,16.7,"(16.6, 16.9)"
16171,2020,01566,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,8.1,"(7.4, 8.7)"
16172,2020,01092,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,9.2,"(8.2, 10.4)"
16173,2020,02764,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,5.7,"(4.5, 7.1)"
16174,2020,01105,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,22.2,"(21.6, 22.7)"
16175,2020,01236,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,39.3,"(35.1, 43.5)"
16176,2020,01430,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,52.1,"(46.7, 57.4)"
16177,2020,02635,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,24.2,"(22.6, 25.8)"
16178,2020,01451,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,4.6,"(3.6, 5.7)"
16179,2020,02559,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,5.4,"(4.4, 6.5)"
16180,2020,01066,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,8.5,"(7.1, 10.0)"
16181,2020,01339,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,10.8,"(10.3, 11.4)"
16182,2020,01469,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,21.3,"(20.3, 22.2)"
16183,2020,01747,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,18.8,"(16.6, 20.9)"
16184,2020,01201,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,76.7,"(75.8, 77.5)"
16185,2020,01368,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,79.9,"(79.0, 80.9)"
16186,2019,01220,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,30.3,"(29.4, 31.1)"
16188,2020,01108,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,24.7,"(24.2, 25.1)"
16189,2020,01522,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,78.8,"(75.6, 81.4)"
16190,2020,01773,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,6.6,"(5.8, 7.8)"
16192,2020,02719,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,51.2,"(47.2, 55.4)"
16193,2020,01730,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,85.1,"(83.1, 86.8)"
16194,2020,01119,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,37.4,"(36.6, 38.2)"
16197,2019,01564,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,93.4,"(92.4, 94.3)"
16198,2020,02170,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,68.5,"(66.8, 70.1)"
16199,2020,02638,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,3.7,"(3.4, 4.0)"
16200,2020,02121,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,4.6,"(4.5, 4.6)"
16201,2020,02482,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,88.2,"(87.0, 89.2)"
16202,2019,01260,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,34.0,"(33.0, 35.0)"
16203,2020,02762,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,76.3,"(73.3, 79.2)"
16205,2020,01532,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,29.8,"(29.1, 30.7)"
16206,2020,02767,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,26.0,"(25.0, 27.2)"
16207,2020,01237,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,49.6,"(42.5, 56.9)"
16208,2019,01833,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,29.4,"(28.7, 30.1)"
16209,2020,02052,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,3.6,"(2.9, 4.4)"
16210,2020,02379,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,6.2,"(5.7, 6.7)"
16211,2019,02120,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,78.2,"(76.0, 80.2)"
16212,2020,02035,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.3,"(2.1, 2.5)"
16213,2019,02769,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,28.2,"(27.1, 29.3)"
16214,2020,01720,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,5.9,"(4.3, 8.1)"
16215,2020,01923,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,10.1,"(9.3, 11.0)"
16216,2020,01468,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,6.1,"(5.1, 7.1)"
16217,2020,01583,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,86.2,"(84.3, 87.9)"
16218,2020,01830,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,30.8,"(30.2, 31.3)"
16219,2020,02468,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,7.2,"(6.8, 7.7)"
16221,2019,02647,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,38.3,"(36.8, 39.8)"
16222,2020,01901,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,39.9,"(35.2, 44.8)"
16223,2020,01330,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,24.7,"(22.8, 26.8)"
16224,2020,01243,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,24.8,"(23.0, 26.6)"
16225,2020,01071,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,18.7,"(16.9, 20.6)"
16226,2020,01536,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,9.4,"(6.8, 12.5)"
16227,2020,01040,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,21.3,"(20.9, 21.7)"
16228,2020,01349,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,15.7,"(13.8, 17.5)"
16229,2020,01741,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,16.1,"(15.1, 17.3)"
16230,2020,01606,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,27.0,"(26.3, 27.6)"
16231,2020,02645,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,3.3,"(3.1, 3.5)"
16232,2020,02081,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,9.1,"(8.1, 10.3)"
16233,2020,02026,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,24.5,"(23.8, 25.1)"
16234,2020,01944,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.6,"(2.4, 2.8)"
16235,2020,01757,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.6,"(2.4, 2.7)"
16236,2020,02066,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,29.7,"(28.9, 30.6)"
16237,2020,02713,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,79.0,"(77.4, 80.4)"
16238,2020,01506,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,22.3,"(19.9, 24.7)"
16240,2020,02109,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,18.9,"(18.1, 19.7)"
16241,2020,01529,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,11.0,"(10.4, 11.7)"
16242,2020,01540,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,9.0,"(8.3, 9.9)"
16243,2020,01008,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,11.2,"(9.3, 13.4)"
16244,2020,02322,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,12.2,"(10.6, 14.0)"
16245,2019,02561,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,92.8,"(91.8, 93.7)"
16246,2020,02113,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,3.1,"(3.0, 3.3)"
16247,2019,01801,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,27.1,"(26.6, 27.6)"
16248,2020,02720,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,8.6,"(8.1, 9.1)"
16249,2020,01343,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,13.6,"(11.4, 16.0)"
16251,2020,01905,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,9.4,"(9.1, 9.6)"
16252,2019,01850,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,86.7,"(85.9, 87.4)"
